country,alpha_2_code,alpha_3_code,numeric_code,indicator,time_period,obs_value,sex,unit_multiplier,unit_of_measure,observation_status,observation_confidentaility,time_period_activity_related_to_when_the_data_are_collected,current_age
Nicaragua,NI,NIC,558,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2012,99,Total,Units,%,Estimated value,,,12 to 23 months old
Nicaragua,NI,NIC,558,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2013,99,Total,Units,%,Estimated value,,,12 to 23 months old
Nicaragua,NI,NIC,558,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2014,99,Total,Units,%,Estimated value,,,12 to 23 months old
Nicaragua,NI,NIC,558,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2015,99,Total,Units,%,Estimated value,,,12 to 23 months old
Nicaragua,NI,NIC,558,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2016,99,Total,Units,%,Estimated value,,,12 to 23 months old
Nicaragua,NI,NIC,558,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2017,99,Total,Units,%,Estimated value,,,12 to 23 months old
Nicaragua,NI,NIC,558,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2018,99,Total,Units,%,Estimated value,,,12 to 23 months old
Nicaragua,NI,NIC,558,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2019,99,Total,Units,%,Estimated value,,,12 to 23 months old
Nicaragua,NI,NIC,558,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2020,97,Total,Units,%,Estimated value,,,12 to 23 months old
Nicaragua,NI,NIC,558,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2021,83,Total,Units,%,Estimated value,,,12 to 23 months old
Nicaragua,NI,NIC,558,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2022,93,Total,Units,%,Estimated value,,,12 to 23 months old
Nicaragua,NI,NIC,558,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2023,85,Total,Units,%,Estimated value,,,12 to 23 months old
Niue,NU,NIU,570,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1980,77,Total,Units,%,Estimated value,,,12 to 23 months old
Niue,NU,NIU,570,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1981,71,Total,Units,%,Estimated value,,,12 to 23 months old
Niue,NU,NIU,570,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1982,65,Total,Units,%,Estimated value,,,12 to 23 months old
Niue,NU,NIU,570,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1983,58,Total,Units,%,Estimated value,,,12 to 23 months old
Niue,NU,NIU,570,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1984,52,Total,Units,%,Estimated value,,,12 to 23 months old
Niue,NU,NIU,570,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1985,52,Total,Units,%,Estimated value,,,12 to 23 months old
Niue,NU,NIU,570,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1986,73,Total,Units,%,Estimated value,,,12 to 23 months old
Niue,NU,NIU,570,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1987,94,Total,Units,%,Estimated value,,,12 to 23 months old
Niue,NU,NIU,570,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1988,94,Total,Units,%,Estimated value,,,12 to 23 months old
Niue,NU,NIU,570,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1989,99,Total,Units,%,Estimated value,,,12 to 23 months old
Niue,NU,NIU,570,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1990,99,Total,Units,%,Estimated value,,,12 to 23 months old
Niue,NU,NIU,570,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1991,99,Total,Units,%,Estimated value,,,12 to 23 months old
Niue,NU,NIU,570,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1992,99,Total,Units,%,Estimated value,,,12 to 23 months old
Niue,NU,NIU,570,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1993,99,Total,Units,%,Estimated value,,,12 to 23 months old
Niue,NU,NIU,570,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1994,99,Total,Units,%,Estimated value,,,12 to 23 months old
Niue,NU,NIU,570,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1995,34,Total,Units,%,Estimated value,,,12 to 23 months old
Niue,NU,NIU,570,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1996,99,Total,Units,%,Estimated value,,,12 to 23 months old
Niue,NU,NIU,570,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1997,99,Total,Units,%,Estimated value,,,12 to 23 months old
Niue,NU,NIU,570,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1998,99,Total,Units,%,Estimated value,,,12 to 23 months old
Niue,NU,NIU,570,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1999,99,Total,Units,%,Estimated value,,,12 to 23 months old
Niue,NU,NIU,570,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2000,99,Total,Units,%,Estimated value,,,12 to 23 months old
Niue,NU,NIU,570,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2001,99,Total,Units,%,Estimated value,,,12 to 23 months old
Niue,NU,NIU,570,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2002,99,Total,Units,%,Estimated value,,,12 to 23 months old
Niue,NU,NIU,570,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2003,86,Total,Units,%,Estimated value,,,12 to 23 months old
Niue,NU,NIU,570,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2004,99,Total,Units,%,Estimated value,,,12 to 23 months old
Niue,NU,NIU,570,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2005,99,Total,Units,%,Estimated value,,,12 to 23 months old
Niue,NU,NIU,570,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2006,99,Total,Units,%,Estimated value,,,12 to 23 months old
Niue,NU,NIU,570,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2007,99,Total,Units,%,Estimated value,,,12 to 23 months old
Niue,NU,NIU,570,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2008,99,Total,Units,%,Estimated value,,,12 to 23 months old
Niue,NU,NIU,570,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2009,99,Total,Units,%,Estimated value,,,12 to 23 months old
Niue,NU,NIU,570,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2010,99,Total,Units,%,Estimated value,,,12 to 23 months old
Niue,NU,NIU,570,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2011,99,Total,Units,%,Estimated value,,,12 to 23 months old
Niue,NU,NIU,570,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2012,99,Total,Units,%,Estimated value,,,12 to 23 months old
Niue,NU,NIU,570,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2013,99,Total,Units,%,Estimated value,,,12 to 23 months old
Niue,NU,NIU,570,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2014,99,Total,Units,%,Estimated value,,,12 to 23 months old
Niue,NU,NIU,570,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2015,99,Total,Units,%,Estimated value,,,12 to 23 months old
Niue,NU,NIU,570,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2016,99,Total,Units,%,Estimated value,,,12 to 23 months old
Niue,NU,NIU,570,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2017,99,Total,Units,%,Estimated value,,,12 to 23 months old
Niue,NU,NIU,570,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2018,99,Total,Units,%,Estimated value,,,12 to 23 months old
Niue,NU,NIU,570,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2019,99,Total,Units,%,Estimated value,,,12 to 23 months old
Niue,NU,NIU,570,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2020,99,Total,Units,%,Estimated value,,,12 to 23 months old
Niue,NU,NIU,570,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2021,99,Total,Units,%,Estimated value,,,12 to 23 months old
Niue,NU,NIU,570,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2022,99,Total,Units,%,Estimated value,,,12 to 23 months old
Niue,NU,NIU,570,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2023,99,Total,Units,%,Estimated value,,,12 to 23 months old
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1993,98,Total,Units,%,Estimated value,,,12 to 23 months old
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1994,88,Total,Units,%,Estimated value,,,12 to 23 months old
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1995,97,Total,Units,%,Estimated value,,,12 to 23 months old
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1996,91,Total,Units,%,Estimated value,,,12 to 23 months old
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1997,98,Total,Units,%,Estimated value,,,12 to 23 months old
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1998,96,Total,Units,%,Estimated value,,,12 to 23 months old
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1999,98,Total,Units,%,Estimated value,,,12 to 23 months old
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2000,97,Total,Units,%,Estimated value,,,12 to 23 months old
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2001,92,Total,Units,%,Estimated value,,,12 to 23 months old
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2002,98,Total,Units,%,Estimated value,,,12 to 23 months old
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2003,96,Total,Units,%,Estimated value,,,12 to 23 months old
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2004,96,Total,Units,%,Estimated value,,,12 to 23 months old
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2005,96,Total,Units,%,Estimated value,,,12 to 23 months old
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2006,94,Total,Units,%,Estimated value,,,12 to 23 months old
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2007,96,Total,Units,%,Estimated value,,,12 to 23 months old
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2008,98,Total,Units,%,Estimated value,,,12 to 23 months old
